"type","year","subject","content","option_a","option_b","option_c","option_d","answer","explanation","tags"
"choice","107-1","個案評估與心理衡鑑","一位高中輔導室的心理師到某一高三班級進行生涯興趣測驗，這個測驗可以使用電腦計分並產生解釋報告。如果該心理師將全班的測驗資料以電腦計分後印出報告，並交由班導師發給同學，其最可能涉及的倫理議題為何？","心理師不應採用電腦計分的測驗","心理師不應該採取團體施測","心理師未能協助受測者對於結果有適當的理解","心理師運用電腦計分的正確性通常低於人工計分","心理師未能協助受測者對於結果有適當的理解","僅發放電腦報告而未提供專業解釋或諮詢，可能導致學生誤解測驗結果。心理師有責任確保當事人正確理解測驗結果的意義。","測驗解釋,電腦計分,諮商倫理"
"choice","107-1","個案評估與心理衡鑑","有關心理師解釋與傳達測驗結果的原則，下列敘述何者錯誤？","傳達所有的測驗相關訊息時，不需要將接受訊息者的特徵納入考慮","心理師必須和當事人解釋測驗結果，以避免由於特定結果而引發問題","如果測驗結果可能指出個人的天賦和缺點時，要將受測者或其監護人對測驗結果的預期情緒反應納入考慮","測驗報告應當被視為諮商歷程的一部分，並且被納入心理師與當事人的關係當中","傳達所有的測驗相關訊息時，不需要將接受訊息者的特徵納入考慮","傳達結果必須考量個案的背景、理解能力與情緒狀態（Recipient Characteristics），量身訂做解釋方式，絕非不需考慮。","測驗解釋,溝通技巧,諮商倫理"

"essay","107-1","團體諮商與心理治療","根據中央氣象局(2016)統計臺灣每年平均約有2萬3千次有感與無感的地震，常造成民眾財物損失及傷亡，甚而造成受難者災後創傷症狀(post-traumatic stress disorder, PTSD)，尤其處於自我統合關鍵時期的青少年，其焦慮及憂鬱的反應更為嚴重。在帶領震災後有PTSD症狀之國中生團體時，請就：團體的主題、團體前的準備與評估工作、團體的目標、採用何種團體諮商理論與技術、團體的方案、團體歷程、團體結束的預期成效等設計一團體方案。","","","","","","【擬答重點】\n一、團體主題：\n「安心重建，擁抱希望」—震災後青少年復原與成長團體。\n\n二、團體前準備與評估：\n1. 成員篩選：針對經歷震災且出現輕中度PTSD症狀（如焦慮、惡夢、迴避）之國中生。需排除重度解離、有立即自傷傷人風險者（轉介個別治療或精神科）。\n2. 訪談評估：了解創傷程度、家庭受災狀況、身心反應及家長同意書。\n3. 場地與協同領導：選擇安全隱密空間，配置協同領導者以應對情緒危機。\n\n三、團體目標：\n1. 建立安全感與普同感，減低孤立感。\n2. 表達與宣洩創傷情緒，正常化身心反應。\n3. 學習情緒調節與放鬆技巧，提升壓力因應能力。\n4. 重建自我統合與對未來的希望感。\n\n四、理論與技術：\n1. 理論：創傷知情照護（Trauma-Informed Care）、認知行為治療（CBT）結合藝術治療。\n2. 技術：暴露（如敘事、繪畫）、認知重建、放鬆訓練（呼吸、肌肉放鬆）、空椅法（處理未竟事務）、儀式化活動。\n\n五、團體方案（8-10週）：\n- 初期（建立關係）：暖身、訂定規範、建立安全基地。\n- 中期（工作階段）：\n  - 情緒辨識與調節（放鬆訓練）。\n  - 創傷敘事與重整（繪畫/寫作分享受災經驗）。\n  - 哀傷處理與認知修正（處理倖存者罪惡感、無助感）。\n- 後期（結束與轉化）：賦能、未來展望、祝福儀式、追蹤資源。\n\n六、預期成效：\n1. PTSD症狀減輕（如睡眠改善、侵入性思考減少）。\n2. 提升社會支持感與人際連結。\n3. 增進情緒調節能力與自我效能感。","團體方案設計,PTSD,青少年團體,災後輔導,創傷治療"
"essay","107-1","團體諮商與心理治療","Liberman、Yalom 與 Miles 認為團體成員流失率對領導者帶領團體之成效有重要的影響，而團體成員流失率又與凝聚力(cohesiveness)有顯著相關。請說明團體凝聚力之意義、內涵，及如何提高團體凝聚力以降低成員流失率。","","","","","","【擬答重點】\n一、團體凝聚力之意義與內涵：\n1. 定義：指成員被團體吸引、願意留在團體中，並與其他成員及領導者建立緊密連結的力量總和。Yalom稱之為團體治療中的「關係」（Relationship），相當於個別諮商中的治療同盟。\n2. 內涵：\n   - 歸屬感與接納：成員感到被重視、被理解且安全。\n   - 認同感：成員認同團體目標與規範。\n   - 吸引力：成員間的相互吸引與喜愛。\n\n二、提高凝聚力以降低流失率之策略：\n1. 團體前篩選與準備（Pre-group preparation）：\n   - 排除不適合（如極度偏執、反社會）的成員，減少破壞性。\n   - 進行預備訪談（Pre-group interview），澄清期待，說明團體性質，建立承諾。\n2. 建立良好的初期結構與規範：\n   - 營造安全、保密的氛圍。\n   - 鼓勵此時此地（Here and Now）的互動。\n3. 促進成員間的連結（Linking）：\n   - 領導者積極尋找成員間的相似性（普同感）。\n   - 鼓勵成員直接對話，而非僅與領導者互動。\n4. 適時處理衝突與負向情緒：\n   - 協助成員表達不滿而非壓抑，視衝突為親密關係的契機。\n   - 避免早期發生過度強烈或傷害性的面質。\n5. 增強正向回饋與支持：\n   - 肯定成員的投入與揭露，建立支持性規範。","團體凝聚力,成員流失,Yalom,團體動力,治療因子"
"choice","107-1","團體諮商與心理治療","對於完形治療團體的評估，下列敘述何者錯誤？","因具有動機與指導的特性，治療可能被誤用","傾向於引發成員的情緒，易使帶領者忽略認知因素","重視當下重現早期生命經驗的方法，帶來相當的活力","較不重視帶領者與成員之間的治療關係，但重視成員的福祉","較不重視帶領者與成員之間的治療關係，但重視成員的福祉","完形治療強調「我-汝」（I-Thou）關係，非常重視治療者與成員之間真實的接觸與關係，這被視為治療改變的核心基礎，故D選項敘述錯誤。","完形治療,團體評估,治療關係"
"choice","107-1","團體諮商與心理治療","根據 Yalom 研究認為對門診病人最有幫助的療效因子，最重要的前四項療效因子為何？","人際的獲取、情緒宣洩、凝聚力和自我了解","自我了解、普同感、認同和希望感","家庭經驗重現、情緒宣洩、利他主義和人際的付出","人際的獲取、人際的付出、普同感和認同","人際的獲取、情緒宣洩、凝聚力和自我了解","Yalom 的研究指出，門診團體成員認為最有幫助的療效因子排序通常為：人際學習（輸入/獲取）、宣洩、凝聚力與自我了解（洞察）。","Yalom,療效因子,團體治療"
"choice","107-1","團體諮商與心理治療","在團體結束的階段領導者使用的技術與策略上，下列敘述何者正確？","不適合再延長或規劃團體結束後的個人聚會，協助成員在最後一次團體時，清楚感受團體已經結束","領導者不需再繼續引導成員多關注在分離的哀傷情緒中，要讓成員視團體結束為嶄新的開始，而對未來感到雀躍","應引導成員以口語回饋的表達方式統整團體經驗，不適合用填問卷或書面文字的方式表達想法或回饋","此時應讓成員自由分享，不適合再用繞圈子輪流發言的技術進行分享與回饋","不適合再延長或規劃團體結束後的個人聚會，協助成員在最後一次團體時，清楚感受團體已經結束","團體結束階段的重要任務是處理分離與界線。領導者應避免製造「團體未結束」的假象（如承諾私人聚會），需幫助成員接受分離事實，將所學遷移至現實生活。","團體結束,分離議題,諮商技術"
"choice","107-1","團體諮商與心理治療","有關保密原則的敘述，下列何者錯誤？","領導者應於團體歷程中適當時機不斷提醒保密原則","領導者應於團體進行前，讓成員了解保密原則","領導者應確保每位成員均能遵守保密原則","當保密原則涉及法律責任時，領導者必須予以打破","領導者應確保每位成員均能遵守保密原則","領導者有責任告知並教育成員保密的重要性，但實際上無法「確保」（Guarantee）每位成員絕對遵守，因為領導者無法控制成員在團體外的行為。這是一個倫理限制。","保密原則,團體倫理,實務限制"
"choice","107-1","團體諮商與心理治療","在一個性侵害加害人的治療團體中，突然有一名很少揭露自己的成員提到童年曾經被性侵害的傷痛經驗之後，整個團體的氣氛變得凝重，並沉默下來。這時領導者最適當的處理方式為何？","領導者應該立刻打破沉默，邀請有相似經驗的成員分享","等待約15秒之後，若沒有人發言，領導者應該打破沉默，並轉換話題","觀察每一名成員的反應，並目光環視團體，等待有成員打破沉默","領導者可以打破沉默，請該名成員作進一步更深入的說明，使大家對他的遭遇更加明瞭","觀察每一名成員的反應，並目光環視團體，等待有成員打破沉默","此時的沉默可能代表成員被觸動或正在消化情緒。領導者應先容許沉默，觀察非語言訊息，給予團體空間回應，而非急著介入、轉移話題或強迫揭露者繼續說。","團體沈默,危機處理,團體動力"
"choice","107-1","團體諮商與心理治療","在督導過程中，督導者曉雯在看過該團體的錄影後，對心理師大雄說「這個團體還沒形成」，指涉的意思最不可能是下列何者？","這些人還沒有形成凝聚力","這些人還沒有形成共同目標","這些人還沒有形成團體一體感","這些人還沒有組成通訊軟體LINE群組或臉書上的社團","這些人還沒有組成通訊軟體LINE群組或臉書上的社團","「團體形成」在心理治療中指心理層面的凝聚力、共同目標與「我們感」（We-ness）。LINE群組等社交形式並非心理團體形成的必要或定義條件。","團體形成,凝聚力,督導"
"choice","107-1","團體諮商與心理治療","下列有關團體中壟斷發言者的敘述，何者錯誤？","在團體初期，團體成員可能會無意地鼓勵壟斷發言的成員，如此成員就不用去填滿沉默的時間了","Yalom 認為團體成員或領導者直接制止壟斷發言的成員是最適當的處理方式","如果沒有解決團體對壟斷發言者的緊張與憎惡感，團體可能逐漸崩解，成員很可能缺席或流失","壟斷發言者的喋喋不休有可能是為了要減少團體或自己的焦慮","Yalom 認為團體成員或領導者直接制止壟斷發言的成員是最適當的處理方式","直接制止（Silencing）通常無效且可能造成防衛。Yalom建議應探討壟斷行為背後的動力（如焦慮），並引導壟斷者覺察其行為對團體的影響，或詢問其他成員的反應，而非單純制止。","壟斷發言,困難成員,團體介入"
"choice","107-1","團體諮商與心理治療","下列有關自我揭露的敘述，何者錯誤？","在成員A開始自我揭露時，與A有持續關係的接受者，可能感到自己對A負有責任，而會相對地揭露自己","成員不宜因為做了重大的自我揭露而遭致攻擊","高度自我揭露的成員，往往會處在一種相當脆弱的位置，因此他可能會選擇離開團體","即使成員保有重大的秘密，但只要不說出來，就不至於影響團體的進行","即使成員保有重大的秘密，但只要不說出來，就不至於影響團體的進行","保守重大秘密（如未揭露的羞恥、罪惡感）會消耗心理能量，造成成員在團體中的疏離、防衛或卡住，進而阻礙團體動力的深入，故D敘述錯誤。","自我揭露,團體動力,秘密"
"choice","107-1","團體諮商與心理治療","有關團體的敘述，下列何者錯誤？","團體成員的遲到與缺席可能反映對團體的抗拒，領導者應小心看待這個現象並及早處理","如果只有少數成員出席團體，考量多數成員的福祉，領導者應該延遲或改期","在團體結束階段，有些成員可能會藉由退出團體以減輕分離過程的焦慮","在某位成員離開團體後，未經過一次以上的團體聚會，最好不要加入新成員","如果只有少數成員出席團體，考量多數成員的福祉，領導者應該延遲或改期","為了維持團體的結構與穩定性（Consistency），即使出席人數少，通常仍應照常進行團體（除非少到無法運作），不宜隨意改期，否則會破壞團體規範。","團體規範,出席率,團體結構"
"choice","107-1","團體諮商與心理治療","有關團體組成的異質取向，從「社會縮影理論(social microcosm theory)」可以了解成員特質的差異對於團體有正面效益，其好處主要為下列何者？","異質性大，使得團體成員可以獲得較多安全感","團體領導者的帶領方式較容易滿足成員之需求","成員組成與真實社會處境雷同，有助於獲得最大最多的學習機會","成員較容易融入團體互動中，減少同性質者相斥之困擾","成員組成與真實社會處境雷同，有助於獲得最大最多的學習機會","異質性團體能模擬真實社會的多元性（社會縮影），提供豐富的人際互動與投射機會，促進現實感檢核與人際學習。","社會縮影,異質團體,Yalom"
"choice","107-1","團體諮商與心理治療","下列有關心理教育團體的描述，何者最適切？","主要目的在促進個人的覺察與自我的了解","成員人數不可超過15人","著重知識和技巧的獲得","一般只用於學校情境","著重知識和技巧的獲得","心理教育團體（Psychoeducational Group）的主要目標是透過結構化的方式傳授特定的心理學知識與應對技巧（如壓力管理、社交技巧），具有預防與教育功能。","心理教育團體,團體類型,團體目標"
"choice","107-1","團體諮商與心理治療","根據 Yalom的看法，有關團體成員流失的敘述，下列何者正確？","採取良好的納入與排除成員標準，並進行適當的團體前評估與準備工作，就不會出現成員流失的現象","成員在流失之前通常沒有任何徵兆","鼓勵想要退出團體的成員再回來參加一次團體，可以避免過早中輟","經過許多努力之後，成員若仍有出席問題，就應該請他離開團體","經過許多努力之後，成員若仍有出席問題，就應該請他離開團體","成員持續缺席或有出席問題會破壞團體凝聚力。若經探討抗拒、嘗試挽留與輔導後仍無改善，為了團體整體的運作與福祉，請其離開是必要的處置。","成員流失,團體規範,處置策略"
"choice","107-1","團體諮商與心理治療","Leonard Horwitz依「支配—順從」與「忽略—愛」兩個維度，將人際行為區分為四個象限，「信任」是位在那個象限上？","支配—愛","順從—愛","順從—忽略","支配—忽略","順從—愛","Horwitz 的人際環狀圖中，「信任」（Trusting）位於「順從」（Submissive）與「愛」（Hostile的相反，即Friendly/Loving）的象限，代表友善且合作的態度。","Horwitz,人際行為,團體動力"
"choice","107-1","團體諮商與心理治療","有關移情及反移情作用的概念，下列敘述何者錯誤？","多重移情作用是指團體成員對團體領導者有多重的移情","透過詮釋與疏通成員的移情作用，成員能夠對自己的行為產生新的洞察","反移情作用可當做了解團體動力的途徑，對團體可產生有力的治療力量","反移情作用與許多情緒的反應有關，如退縮、生氣、愛、無力、過度認同、掌控與悲傷等","多重移情作用是指團體成員對團體領導者有多重的移情","多重移情（Multiple Transference）在團體中是指成員不僅對領導者產生移情，也會對「其他成員」及「團體整體」產生移情。A選項定義過於狹隘。","移情,反移情,精神分析"
"choice","107-1","團體諮商與心理治療","下列有關精神分析取向團體之敘述，何者錯誤？","團體情境容易帶出多重移情作用(multiple transferences)","當領導者出現客觀反移情的現象，要接受督導做個人化議題的處理","領導者對成員的反應就如對待其原生家庭的重要他人，這是一種主觀反移情","當代的分析師逐漸放棄抽離式的觀察者，而朝向交互主觀的關係分析形式","當領導者出現客觀反移情的現象，要接受督導做個人化議題的處理","「客觀反移情」（Objective Countertransference）是指治療師對病人行為的「自然、正常」反應（因為病人的行為確實令人厭煩或討喜），而非治療師個人的未竟事務。需處理個人化議題的是「主觀反移情」。","精神分析,反移情,客觀反移情"
"choice","107-1","團體諮商與心理治療","成員A認為自己一向靠自己而不需要求助於別人，領導者為了增進對自己的覺察，鼓勵他繞著團體走一圈，一一對其他成員簡單介紹自己，然後補上一句「我都可以靠自己」。領導者所用的技巧，屬於下列何種學派？","個人中心","完形治療","焦點解決","溝通分析","完形治療","這是完形治療中的「誇張/誇大實驗」（Exaggeration）或「巡迴/繞圈子」（Making the rounds）技術，目的是透過強調語言或行為來增進覺察，讓成員體驗該句話的真實感受與荒謬性。","完形治療,團體技術,覺察"
"choice","107-1","團體諮商與心理治療","下列有關團體諮商與心理治療理論的敘述，何者錯誤？","個人中心取向及精神分析取向提供很少的結構及方向","心理劇及完形取向會提供特定的技術來強化成員正在經驗的感受","焦點解決短期治療與存在主義取向皆強調發展「此時此地」的觀點","認知行為取向的領導者在轉銜期會邀請害怕被團體拒絕的成員對每個成員說話","認知行為取向的領導者在轉銜期會邀請害怕被團體拒絕的成員對每個成員說話","選項D描述的技術（對每個成員說話/繞圈子）較屬於完形或心理劇的情感體驗技術。CBT通常較結構化，側重認知重構或行為演練，而非在轉銜期進行此類情感強化的繞圈活動。","團體理論,比較,CBT"
"choice","107-1","團體諮商與心理治療","下列關於團體諮商與心理治療理論的敘述，何者錯誤？","精神分析學派認為成員的移情可能讓領導者對成員的感情變得糾結，阻礙了領導者的客觀性","阿德勒學派主要目標在於促進社會興趣，為了達成此目標領導者會謹慎篩選成員以營造團體內的民主氛圍","完形學派所使用技術主要在於協助成員敏覺他們所選擇及採取行動的潛能","認知行為學派主要以結構化的心理教育模式為基礎，強調家庭作業的角色","阿德勒學派主要目標在於促進社會興趣，為了達成此目標領導者會謹慎篩選成員以營造團體內的民主氛圍","阿德勒學派強調民主、平等與社會興趣，但並不強調「謹慎篩選成員」（通常接受各類成員，反映社會真實），且其重點在於對生活風格的再教育，而非僅靠篩選來營造氛圍。","團體理論,阿德勒,團體氛圍"
"choice","107-1","團體諮商與心理治療","當有成員表示無法配合團體諮商時間，因而經常遲到、缺席，領導者採取下列何種措施最不恰當？","進一步深化團體凝聚力，加強成員對團體的認同","要求經常遲到、缺席的成員離開團體，後續協助安排轉介","更改原訂的團體時間，力求配合所有成員的行程安排","在團體中邀請成員討論對於其他人遲到、缺席的感覺","更改原訂的團體時間，力求配合所有成員的行程安排","團體時間一旦敲定即成為團體結構/界線的一部分。為了配合單一成員而更改時間會破壞界線，並可能引發其他成員的不滿（順從或抗議），損害團體穩定性。","團體架構,界線,領導者功能"
"choice","107-1","團體諮商與心理治療","關於團體「轉換階段」的敘述，下列何者錯誤？","團體可能出現焦慮、防衛、抗拒、衝突等問題","成員可能還是出現對團體信任感不足的情況，因而出現遲到、缺席、態度保留或分享過度等問題","領導者與成員間的關係較穩定，團體衝突不會影響團體凝聚力的發展","團體成員對於自我揭露、被排斥、被誤解或批評等擔心也隨之擴大，領導者可以透過信任的氣氛鼓勵成員區辨真實與虛構之擔心","領導者與成員間的關係較穩定，團體衝突不會影響團體凝聚力的發展","轉換階段（Transition Stage）特徵為焦慮、抗拒與控制權的爭奪（衝突）。此階段衝突若未妥善處理，會直接破壞凝聚力，導致團體停滯，而非「不會影響」。","團體發展階段,轉換階段,衝突"
"choice","107-1","團體諮商與心理治療","下列有關聯合治療(conjoint therapy)的描述，何者正確？","係指病人同時接受同一位治療師的個別和團體治療","可以幫助那些無法在團體中獲益的病人從個別治療中成長","優點在於同一治療師，其治療取向相似，有助於病人的學習和成長","有助於病人在團體情境中試驗其新的行為，以便將其所學類化到外在生活","有助於病人在團體情境中試驗其新的行為，以便將其所學類化到外在生活","聯合治療（Conjoint Therapy）通常指個案同時接受個別諮商與團體諮商（通常由不同治療師，或同一位）。其優勢在於個別諮商處理深層議題，團體提供人際實驗場域（D）。A通常稱為Combined Therapy（若同一治療師）。","聯合治療,團體諮商,治療模式"
"choice","107-1","團體諮商與心理治療","面對沉默成員，團體領導者的處理下列何者最不適當？","可透過藝術、詩作、音樂等不同管道，幫助成員分享","注意沉默成員在其他人說話時的非口語反應，對該成員說明你的觀察並邀請分享","團體聚會要結束時，透過檢核活動，催化沉默的成員分享","請成員用輪流的方式分享或指名沉默的成員分享","請成員用輪流的方式分享或指名沉默的成員分享","強迫輪流發言或直接點名（D）會增加沉默成員的焦慮與防衛，可能導致更深的退縮。應採用邀請、觀察非語言或結構化活動來降低焦慮。","團體技巧,沉默成員,阻抗處理"
"choice","107-1","團體諮商與心理治療","某領導者帶領大學生的壓力管理團體第二次的團體，領導者聽完每位成員分享自己目前生活中所遇到的壓力之後，說：「剛聽完各位的分享，我發現成員A和B的壓力都是擔心考不上理想的研究所，C和D則擔心畢業後的就業問題，不知道你們是否同意我這樣說？」領導者正在使用何種技術？","回饋","連結","示範","澄清","連結","連結（Linking）是團體領導者將不同成員的共同主題、感受或經驗串連起來，以促進凝聚力與普同感的技術。","團體技術,連結,普同感"
"choice","107-1","團體諮商與心理治療","面對團體成員的攻擊或批評，領導者的回應方式下列何者最不適切？","我很遺憾聽到你說團體對你沒有任何幫助，另一方面我也很希望聽聽你對團體的期待，我們可以做些什麼使團體更符合你的期待","我真的很想更靠近你，但我講話時你通常不注視我，甚至皺起眉頭，我不知道自己是否講了什麼讓你不高興","你認為我都不談自己，卻不斷好奇的想知道你的問題，讓你覺得不公平，甚至有些生氣","我很抱歉讓你到現在都感到沒有收穫，或許再過一段時間你會有不同的感受","我很抱歉讓你到現在都感到沒有收穫，或許再過一段時間你會有不同的感受","D選項採取了防衛性的安撫或拖延戰術（「再過一段時間...」），忽視了成員當下的挫折感，且未能開放地探索成員攻擊背後的意涵，可能阻斷溝通。其他選項較具開放性與立即性。","團體動力,攻擊與衝突,領導者反應"
"choice","107-1","團體諮商與心理治療","在團體諮商中，有位團體成員因為情緒激動而離席，領導者應做何種處置最為恰當？","由協同領導者協助情緒激動的團體成員至團體外休息，待情緒穩定後再徵詢回到團體的意願","尊重團體成員的選擇，讓團體成員自由離席","以團體規範為要，要求該團體成員回到團體中","停止團體活動，以安撫該團體成員為緊急任務，避免發生危險","由協同領導者協助情緒激動的團體成員至團體外休息，待情緒穩定後再徵詢回到團體的意願","若有協同領導者（Co-leader），最佳分工是一人留在團體維持運作，另一人外出關照離席成員，確保安全並評估是否重返。這兼顧了團體與個人的需求。","危機處理,協同領導,成員離席"
"choice","107-1","團體諮商與心理治療","關於團體中「慣性多話者」的描述，下列何者錯誤？","他們可能是神經質的成員，用說話來緩解焦慮","他們可能是愛現者，用說話來挑撥離間成員間的關係","領導者可在團體開始前或剛結束時對該成員反映其可能的心理狀態","處理多話成員時，領導者需要控制每位成員說話的時間","他們可能是愛現者，用說話來挑撥離間成員間的關係","慣性多話者（Monopolist）通常是因焦慮或需要關注而多話，其動機鮮少是為了「挑撥離間」。挑撥離間較屬於操弄型或邊緣型特質的行為。","壟斷發言,困難成員,團體動力"
"choice","107-1","團體諮商與心理治療","在一個非結構團體的第二次聚會中，成員們仍在試探可以如何參與團體而陷入閒聊，此時A成員提出自己與母親的關係困境問題，其他成員紛紛加入詢問問題，形成幾個回合的一問一答。之後，幾位成員有些生氣地對A成員表示他說得不清楚，此為下列何種現象？","團體抗拒","獨占","行動化","次團體","團體抗拒","在團體初期，成員聚焦於A成員的問題（焦點轉移），形成「一問一答」的助人模式，這通常是為了逃避自身焦慮或避免深入互動的「團體抗拒」（Group Resistance）表現。","團體抗拒,團體初期,動力現象"
"choice","107-1","團體諮商與心理治療","有關「成員對領導者的敵意與攻擊」之敘述，下列何者錯誤？","領導者是團體中重要的示範者，應保持透明與中立，坦然接受成員的挑戰","團體早期，成員對於領導者產生敵意可能是對於自我檢視與揭露的抗拒","成員對於領導者的期待過高，不切實際的想像導致失望，是敵意產生的原因之一","領導者應避免與成員發生衝突，以免影響團體的進展","領導者應避免與成員發生衝突，以免影響團體的進展","衝突是團體發展（特別是轉換階段）的必經過程。領導者應「面對」與「處理」衝突，而非一味避免。成功處理對領導者的挑戰能增強團體信任與凝聚力。","團體衝突,領導者角色,轉換階段"
"choice","107-1","團體諮商與心理治療","依據 Shechtman(2009)對兒童青少年諮商團體領導者之人格特質的觀點，下列敘述何者最為恰當？","領導者的存在、自信、追求完美對兒童青少年團體特別具有意義與重要性","當兒童青少年團體成員挑戰領導者時，具自信心的領導者為了保有權威性可清楚表達在團體中不歡迎任何挑戰的行為","領導者的「存在」(presence)對兒童青少年團體非常重要，反映在對團體的熱忱，以及表達出對孩子的愛","領導者必須追求完美的態度，以幫助自己不斷的精益求精","領導者的「存在」(presence)對兒童青少年團體非常重要，反映在對團體的熱忱，以及表達出對孩子的愛","Shechtman 強調與兒童青少年工作時，領導者的「當下存在」（Presence）、熱忱與真誠關懷（愛）是建立關係與引發改變的關鍵。過度追求完美或權威壓制（A, B, D）反而是阻礙。","兒童青少年團體,領導者特質,Shechtman"
"choice","107-1","團體諮商與心理治療","在伴侶團體中，A太太常指責A先生懦弱無能，什麼事她都得自己打算，使得她在娘家親友間沒有面子。下列領導者的處理方式，何者最為恰當？","請A太太停止發言，詢問A先生聽到這些指責時，心中的感受","同理A太太的心情，鼓勵A先生表達對太太的付出之感謝","切斷A太太的發言，重新導向於她想要從婚姻關係中滿足的心理需求","請其他成員發表他們對A先生人格特質的客觀觀察為何，供A太太參考","切斷A太太的發言，重新導向於她想要從婚姻關係中滿足的心理需求","A太太的指責是防衛與攻擊，背後隱藏的是未被滿足的需求（如需要依靠、安全感）。C選項有效地中止破壞性互動，並將焦點轉化為內在需求（Soft emotion），促進建設性溝通。","伴侶諮商,團體介入,溝通模式"
"choice","107-1","團體諮商與心理治療","關於兒童團體帶領技巧，下列敘述何者錯誤？","為了避免重複一般兒童在生活中常遭遇的成人主導互動模式，兒童團體的帶領應以「催化者模式」為主","在團體中不適合針對某一成員進行個人工作，因為這會讓其他成員感到焦躁或是無聊","因為兒童常常會漫談或是改變話題，領導者需要溫和地重新導向討論主題，團體方能產生效果","運用遊戲、布偶、畫圖等多感官取向活動設計，可讓兒童更投入團體討論中","為了避免重複一般兒童在生活中常遭遇的成人主導互動模式，兒童團體的帶領應以「催化者模式」為主","兒童團體（尤其是低年級）通常需要較高的「結構性」與主導，單純的「催化者」模式可能導致混亂。領導者需兼具引導、設限與教育的角色。A選項過度簡化。","兒童團體,領導技巧,結構化"
"choice","107-1","團體諮商與心理治療","下列何者不是Yalom所提出的急性住院病人團體的治療目標？","辨識問題的所在","消除幻覺或妄想","減低孤立感","協助他人","消除幻覺或妄想","急性住院團體時間短、成員流動率高且病理嚴重。目標應務實聚焦於「此時此地」的功能改善，如連結他人、辨識問題。消除精神病症狀（幻覺妄想）主要靠藥物治療，非團體諮商首要或可及目標。","住院團體,Yalom,治療目標"
"choice","107-1","團體諮商與心理治療","有關特殊群體的治療團體，下列敘述何者不適當？","不同的特殊群體都有著特定臨床情境之限制，領導者需要學著適應","進行特殊群體的團體工作時，仍應固定時間與固定地點，以維持結構","特殊群體的團體帶領者可採協同帶領，且至少有一位領導者對該特殊群體的需求是熟稔的","團體的目標常需受限於時間及各種情境的條件而需作調整","進行特殊群體的團體工作時，仍應固定時間與固定地點，以維持結構","雖然結構很重要，但特殊群體（如住院病人、受刑人）常受限於機構規定或生理狀況，需要保持「彈性」（Flexibility）。過度僵化堅持固定時地有時在實務上不可行。B選項相較其他選項，較忽略了情境限制的現實。","特殊群體,團體結構,實務限制"
"choice","107-1","團體諮商與心理治療","根據 Paul Jacobson 的建議，帶領非自願青少年團體的適當態度或做法，下列敘述何者錯誤？","成員的世界可能與領導者的生活經驗迥然不同，領導者得修正自己的期待","領導者不要被成員傷人的話語所困住，尤其是行為配合的成員","領導者需找到支持成員情感表達的方法，必要時可先認可其破壞性行為","領導者需體認到就算為成員的生活帶來不同，也未必會得到滿意的回應或回報","領導者需找到支持成員情感表達的方法，必要時可先認可其破壞性行為","領導者應接納成員的「情緒」，但絕不能認可或增強其「破壞性行為」。行為界線必須清楚，否則會失去安全感與治療功能。","非自願個案,青少年團體,行為界線"
"choice","107-1","團體諮商與心理治療","心理師想要在社區機構帶領家長成長團體，但在招募成員時遇到下面狀況：有位民眾打電話詢問，他和妻子都很想參加，但是由於要照顧幼兒，所以希望夫妻二人可以輪流參加。下列處理何者最佳？","同意該民眾的要求，讓該對夫妻輪流參加團體","告訴該民眾，最好夫妻同時參加，請他們儘量克服困難一起參加","請該對夫妻商量，若無法同時參加，則由其中一方單獨參加團體全程","夫妻不宜輪流參加，所以建議他們等到可安排同時參加時再報名","請該對夫妻商量，若無法同時參加，則由其中一方單獨參加團體全程","團體成員的穩定性是封閉式團體的基礎。夫妻輪流參加會導致成員不連續，破壞團體動力與凝聚力。建議一人全程參加是較能兼顧現實與專業要求的作法。","團體篩選,成員穩定性,實務倫理"
"choice","107-1","團體諮商與心理治療","關於Jamie Bludworth 的「成功的老人團體」之敘述，下列何者較為正確？","要求成員依照團體中提供的健康資訊，改變健康相關行為","僅限65歲以上的老人參與，不適合成員的家人或是較年輕的個案參與","團體目標在提升對老化刻板印象之覺察，挑戰這些刻板印象，並創造社會支持網絡","前幾次的聚會領導者會提供心理教育資訊，後幾次聚會則由成員自由分享對這些資訊的看法和經驗","團體目標在提升對老化刻板印象之覺察，挑戰這些刻板印象，並創造社會支持網絡","成功老化團體旨在賦能（Empowerment），協助老人對抗社會對老化的負向刻板印象（Ageism），並建立連結。","老人團體,成功老化,團體目標"
